origin,destination,search_date,departure_date,days_ahead,price
NAT,BSB,2025-07-16,2025-10-14,90,438.08
GIG,CWB,2025-06-21,2025-08-31,71,761.22
POA,BSB,2025-07-20,2025-08-16,27,465.42
POA,CWB,2024-12-15,2025-02-13,60,747.18
NAT,BSB,2025-06-04,2025-08-11,68,777.11
POA,GRU,2025-08-22,2025-09-17,26,685.32
SDU,VCP,2024-10-23,2024-11-24,32,1056.63
BSB,CGB,2024-10-21,2024-11-11,21,1125.09
POA,CGB,2025-02-26,2025-03-17,19,986.64
VCP,SSA,2025-08-31,2025-11-11,72,259.23
REC,SDU,2025-04-18,2025-07-03,76,760.17
SDU,REC,2025-07-27,2025-09-10,45,807.31
REC,POA,2024-11-03,2024-11-11,8,315.24
NAT,REC,2025-01-01,2025-03-04,62,782.57
SSA,GIG,2025-03-05,2025-04-10,36,813.48
NAT,CWB,2025-01-14,2025-01-24,10,929.65
GRU,SDU,2025-05-09,2025-07-21,73,970.77
NAT,REC,2025-01-25,2025-03-17,51,404.08
FLN,CGB,2025-04-15,2025-05-10,25,1010.4
GIG,CWB,2024-10-24,2024-11-12,19,1021.62
SDU,BSB,2024-10-01,2024-10-22,21,829.43
FLN,CGH,2025-04-15,2025-05-18,33,611.83
REC,NAT,2025-01-14,2025-02-02,19,278.21
SDU,CGB,2025-04-18,2025-06-15,58,922.17
FOR,GRU,2025-07-05,2025-08-22,48,497.09
CWB,BEL,2025-05-12,2025-06-29,48,353.89
SSA,SDU,2024-12-30,2025-02-05,37,369.33
FLN,SDU,2024-10-09,2024-11-17,39,848.13
POA,NAT,2025-06-16,2025-09-12,88,576.77
SSA,GIG,2024-12-18,2025-01-15,28,311.35
NAT,SSA,2025-08-29,2025-09-28,30,787.38
FLN,CGB,2025-05-08,2025-07-19,72,716.88
BEL,CGB,2024-09-21,2024-09-25,4,357.63
SSA,GRU,2025-05-30,2025-06-06,7,714.38
GRU,CWB,2025-03-22,2025-05-23,62,837.7
GRU,CGH,2024-12-09,2025-03-03,84,583.54
BEL,GIG,2024-12-24,2024-12-27,3,248.67
CGH,GRU,2025-07-14,2025-09-13,61,940.33
POA,VCP,2024-11-03,2024-12-28,55,397.94
CGH,SDU,2024-10-07,2024-11-16,40,252.03
REC,BEL,2025-05-23,2025-08-08,77,238.52
GRU,CWB,2025-02-06,2025-02-18,12,362.95
FOR,GRU,2025-03-04,2025-05-09,66,382.53
REC,FOR,2025-07-02,2025-09-23,83,568.44
NAT,CWB,2025-08-29,2025-10-01,33,781.75
SSA,CGB,2025-08-12,2025-09-30,49,815.36
SDU,NAT,2024-11-29,2025-02-14,77,487.77
REC,SDU,2025-01-04,2025-03-11,66,837.63
BEL,REC,2025-04-08,2025-05-10,32,291.4
BEL,BSB,2024-11-01,2024-11-02,1,1195.15
CGB,GRU,2024-11-24,2025-01-17,54,439.57
VCP,BSB,2025-05-26,2025-06-12,17,359.37
BSB,GRU,2024-09-24,2024-12-07,74,961.25
CGH,CWB,2025-08-27,2025-10-03,37,390.94
SSA,POA,2025-03-04,2025-03-10,6,723.7
CGH,CGB,2024-09-09,2024-12-04,86,483.47
REC,BSB,2025-04-09,2025-04-12,3,831.27
GRU,SSA,2025-03-05,2025-03-08,3,879.08
BSB,SDU,2024-10-10,2024-11-04,25,972.06
CGB,CGH,2024-11-12,2025-01-22,71,323.49
CGB,FOR,2025-06-19,2025-08-18,60,1030.43
BEL,BSB,2025-06-01,2025-06-14,13,389.17
FLN,NAT,2025-01-07,2025-02-03,27,225.53
POA,GRU,2025-06-12,2025-07-15,33,895.38
SSA,SDU,2024-11-19,2024-11-21,2,1181.37
POA,CGB,2024-12-18,2024-12-28,10,1082.45
GIG,FLN,2025-01-29,2025-02-18,20,901.69
BSB,FLN,2025-06-04,2025-08-23,80,300.9
FOR,CWB,2024-09-18,2024-11-22,65,551.01
SSA,GRU,2025-08-07,2025-09-19,43,310.38
SDU,VCP,2024-09-25,2024-09-29,4,589.43
POA,FOR,2025-02-22,2025-05-13,80,282.17
SDU,BSB,2025-05-30,2025-06-17,18,204.19
VCP,GRU,2024-12-16,2025-01-08,23,682.19
SSA,BEL,2025-06-13,2025-08-29,77,1019.54
GIG,CGH,2025-03-02,2025-04-25,54,802.03
FOR,CWB,2025-07-25,2025-08-17,23,359.96
REC,VCP,2025-02-04,2025-04-29,84,685.92
REC,VCP,2024-12-28,2024-12-30,2,984.84
FOR,SDU,2025-05-19,2025-06-20,32,407.96
REC,POA,2025-07-30,2025-08-21,22,486.04
SSA,CGH,2025-02-15,2025-04-24,68,530.17
POA,SSA,2025-07-21,2025-08-31,41,575.06
BSB,CGH,2025-09-05,2025-11-26,82,795.03
CGH,CWB,2025-06-11,2025-08-04,54,446.82
BSB,FLN,2025-05-07,2025-07-01,55,437.5
GIG,REC,2025-08-12,2025-09-14,33,852.87
BEL,SSA,2024-10-06,2024-10-07,1,277.11
GRU,CGB,2025-06-08,2025-08-04,57,293.15
CGB,GRU,2025-04-22,2025-04-29,7,531.24
REC,GIG,2025-01-12,2025-03-13,60,906.65
CGH,GRU,2025-04-30,2025-05-16,16,949.82
GIG,BSB,2024-12-26,2025-03-26,90,714.04
CGH,REC,2025-02-10,2025-05-08,87,546.15
CGH,BEL,2025-07-09,2025-09-07,60,404.86
FLN,NAT,2024-11-11,2025-01-23,73,971.42
VCP,REC,2025-06-02,2025-08-12,71,915.52
SDU,VCP,2025-02-16,2025-04-05,48,284.74
GRU,CWB,2025-01-10,2025-03-26,75,339.75
CWB,VCP,2024-12-17,2024-12-28,11,291.06
CGH,SSA,2024-10-20,2025-01-09,81,747.06
FLN,CGB,2025-02-27,2025-04-08,40,746.99
CWB,FOR,2025-04-03,2025-05-09,36,1150.72
FLN,POA,2024-12-25,2025-01-07,13,285.96
BSB,SSA,2024-09-11,2024-09-24,13,842.16
GRU,NAT,2025-08-12,2025-11-06,86,721.16
CGH,FOR,2024-11-06,2025-01-06,61,828.14
FOR,CGH,2024-09-17,2024-11-14,58,981.17
BEL,FOR,2025-07-15,2025-08-09,25,573.74
VCP,GIG,2025-08-01,2025-09-03,33,508.26
FLN,GRU,2025-07-15,2025-07-19,4,1062.08
BSB,BEL,2025-08-15,2025-09-25,41,225.22
REC,POA,2025-01-09,2025-03-22,72,765.72
CGH,BSB,2025-04-24,2025-07-12,79,602.85
BEL,SDU,2025-06-16,2025-08-16,61,350.47
SDU,SSA,2024-10-17,2025-01-13,88,317.7
CWB,NAT,2025-08-25,2025-11-21,88,258.27
GRU,NAT,2025-06-18,2025-08-19,62,533.83
SDU,GRU,2024-12-11,2025-01-22,42,226.73
POA,NAT,2024-12-25,2024-12-27,2,687.38
REC,SDU,2025-08-01,2025-09-29,59,453.28
FOR,CGH,2024-12-26,2025-02-13,49,762.72
FLN,FOR,2025-05-31,2025-08-13,74,882.85
CWB,GRU,2025-01-27,2025-04-04,67,685.54
BSB,GIG,2025-06-08,2025-07-16,38,255.98
BEL,BSB,2025-06-06,2025-06-11,5,916.32
REC,VCP,2024-11-28,2025-02-02,66,958.1
GIG,FOR,2025-03-15,2025-05-31,77,263.35
POA,FLN,2024-12-11,2024-12-22,11,217.51
FLN,CGB,2024-12-19,2025-01-18,30,551.67
SDU,NAT,2024-12-18,2025-02-01,45,818.58
FOR,BSB,2025-04-19,2025-07-11,83,651.63
FOR,SSA,2024-12-28,2025-03-25,87,230.81
BEL,VCP,2025-02-10,2025-03-27,45,268.47
CGH,GIG,2025-07-09,2025-08-21,43,955.1
SDU,BSB,2025-05-17,2025-06-20,34,322.92
BEL,CGH,2024-10-22,2024-11-29,38,196.5
GRU,CGB,2024-12-12,2025-01-29,48,254.58
VCP,SDU,2025-03-18,2025-04-17,30,600.73
CGH,FLN,2025-09-01,2025-11-09,69,587.65
BSB,NAT,2025-07-14,2025-09-23,71,792.23
CWB,GIG,2025-02-09,2025-04-01,51,317.67
FLN,POA,2025-02-14,2025-04-09,54,731.47
BSB,VCP,2025-02-09,2025-03-13,32,403.51
FLN,SSA,2025-06-03,2025-07-22,49,751.27
VCP,SDU,2024-12-01,2025-01-13,43,810.23
FOR,BSB,2024-11-27,2025-01-26,60,510.83
GIG,VCP,2024-09-16,2024-11-24,69,614.41
SDU,BSB,2025-01-07,2025-01-27,20,636.55
GRU,CWB,2024-12-10,2025-02-10,62,486.85
CWB,FOR,2024-11-24,2024-12-28,34,742.48
CGH,CWB,2025-06-22,2025-09-19,89,882.58
REC,VCP,2025-02-15,2025-03-23,36,579.48
CGB,GIG,2025-02-07,2025-02-20,13,650.05
BEL,POA,2024-12-04,2025-01-26,53,323.77
CGH,NAT,2025-08-26,2025-11-17,83,245.43
POA,VCP,2024-10-14,2024-11-08,25,700.07
CGH,POA,2025-08-30,2025-11-03,65,427.15
SSA,POA,2024-10-24,2024-11-12,19,338.88
FOR,GRU,2024-12-08,2025-03-08,90,825.06
CGB,BEL,2025-04-28,2025-05-13,15,411.77
FLN,GRU,2025-03-22,2025-04-01,10,919.51
POA,GIG,2025-07-18,2025-07-21,3,374.62
FLN,BEL,2025-01-31,2025-03-20,48,264.24
VCP,CGH,2024-11-15,2024-11-17,2,323.73
SDU,CGH,2025-07-16,2025-08-17,32,677.74
CGH,GIG,2024-09-24,2024-10-05,11,298.44
GRU,CGB,2024-11-08,2024-12-06,28,533.56
SDU,POA,2025-05-20,2025-07-19,60,665.7
FOR,CWB,2025-04-20,2025-05-09,19,350.45
NAT,BSB,2025-04-17,2025-04-18,1,525.45
CWB,BEL,2025-06-27,2025-07-25,28,843.92
POA,VCP,2025-04-02,2025-04-04,2,332.96
GIG,SDU,2024-12-01,2025-01-11,41,689.19
NAT,REC,2025-08-06,2025-10-11,66,370.5
NAT,VCP,2024-11-01,2024-12-24,53,731.46
CGH,CWB,2025-04-20,2025-04-27,7,295.91
NAT,CGH,2025-02-12,2025-02-17,5,329.12
CGB,REC,2025-07-31,2025-10-16,77,695.38
FLN,GIG,2025-08-02,2025-10-05,64,314.22
GIG,GRU,2025-05-24,2025-05-31,7,327.1
NAT,REC,2024-10-07,2024-10-11,4,712.23
FOR,CWB,2025-08-12,2025-11-02,82,411.56
POA,BEL,2024-12-27,2025-03-16,79,214.87
POA,REC,2024-10-03,2024-12-17,75,354.98
GIG,SSA,2025-06-13,2025-08-13,61,369.45
BEL,GRU,2025-04-06,2025-06-12,67,234.34
REC,SSA,2024-10-23,2024-12-23,61,332.01
CGH,SSA,2024-09-10,2024-09-19,9,846.79
GIG,REC,2025-08-19,2025-11-04,77,646.02
SDU,GIG,2024-11-20,2024-12-01,11,706.99
CGH,CGB,2025-08-29,2025-10-19,51,327.89
FLN,GRU,2025-05-17,2025-05-21,4,533.34
BSB,NAT,2025-09-03,2025-10-24,51,242.49
FOR,SSA,2025-01-10,2025-01-18,8,515.94
BSB,GIG,2025-08-08,2025-08-28,20,585.66
BSB,NAT,2024-12-25,2025-01-17,23,707.81
GIG,NAT,2024-10-13,2024-11-13,31,746.1
REC,CGB,2024-12-29,2025-03-24,85,905.6
FLN,BSB,2025-04-18,2025-06-14,57,690.43
GRU,REC,2025-02-19,2025-04-10,50,585.61
FOR,SSA,2025-03-12,2025-03-18,6,740.94
FLN,REC,2025-02-26,2025-03-21,23,239.56
SDU,POA,2024-09-21,2024-12-03,73,562.2
GRU,SSA,2025-06-14,2025-09-11,89,562.71
GIG,CGH,2025-01-07,2025-04-06,89,1083.29
NAT,FOR,2025-05-26,2025-06-06,11,588.78
SDU,VCP,2025-03-15,2025-04-02,18,385.21
FOR,POA,2025-07-27,2025-08-14,18,507.71
GRU,CWB,2024-10-26,2024-11-30,35,739.49
GRU,SDU,2025-07-26,2025-08-14,19,792.72
BEL,SDU,2024-12-11,2025-02-09,60,674.03
SSA,GIG,2025-07-04,2025-09-09,67,716.88
SSA,CWB,2025-07-13,2025-07-27,14,365.77
SSA,REC,2025-07-10,2025-08-21,42,558.53
SSA,POA,2024-12-11,2025-01-05,25,800.5
SDU,GIG,2025-01-01,2025-02-28,58,810.15
SDU,GIG,2025-05-28,2025-08-07,71,407.07
REC,SDU,2025-07-05,2025-09-25,82,643.08
GIG,BSB,2024-12-04,2025-01-24,51,851.25
CWB,FOR,2025-08-14,2025-10-08,55,261.08
CGH,FLN,2025-08-27,2025-10-04,38,227.89
CWB,CGH,2025-04-21,2025-06-09,49,212.45
GIG,VCP,2024-10-07,2024-12-15,69,291.65
REC,CGH,2024-10-14,2024-10-23,9,846.58
BSB,CGB,2025-05-15,2025-08-13,90,307.57
SDU,POA,2025-03-03,2025-03-26,23,395.91
REC,SDU,2024-11-29,2024-12-17,18,206.5
BEL,REC,2025-06-22,2025-07-10,18,341.38
POA,CGH,2025-08-25,2025-10-12,48,449.06
REC,POA,2025-05-30,2025-06-01,2,879.33
FLN,NAT,2025-04-28,2025-05-14,16,972.48
FLN,BSB,2025-01-20,2025-02-09,20,261.0
CWB,BSB,2024-12-21,2025-01-12,22,649.88
GIG,NAT,2025-05-16,2025-07-21,66,199.96
CGB,REC,2024-11-17,2025-01-16,60,641.5
BSB,GRU,2024-11-02,2025-01-15,74,367.54
CGH,CWB,2025-06-14,2025-07-24,40,858.08
BEL,SSA,2025-03-31,2025-06-01,62,1017.32
GRU,CGH,2024-12-17,2024-12-21,4,612.99
BEL,BSB,2025-03-15,2025-05-19,65,774.74
CGH,FLN,2025-05-10,2025-07-07,58,788.37
GIG,REC,2025-06-29,2025-08-20,52,539.16
REC,SSA,2025-07-19,2025-09-16,59,290.51
CWB,CGH,2025-05-29,2025-07-25,57,460.65
FLN,FOR,2024-12-02,2025-01-08,37,764.51
CGB,REC,2025-06-20,2025-06-21,1,760.11
POA,CGH,2024-10-23,2024-12-18,56,970.05
SDU,SSA,2024-10-04,2024-10-30,26,931.47
GIG,SSA,2025-06-29,2025-08-19,51,271.68
NAT,FLN,2024-11-22,2024-11-27,5,886.11
VCP,CGH,2024-09-25,2024-11-23,59,444.08
BSB,POA,2024-09-22,2024-09-28,6,562.86
BEL,SSA,2024-12-03,2024-12-08,5,936.12
CGH,BEL,2025-08-18,2025-11-07,81,648.79
GIG,CWB,2025-02-16,2025-04-02,45,735.84
SDU,GRU,2025-02-17,2025-02-21,4,1196.48
GRU,SDU,2025-02-25,2025-04-15,49,208.66
VCP,BEL,2024-11-24,2025-02-07,75,352.04
CGH,POA,2025-08-12,2025-10-08,57,722.32
GRU,NAT,2024-12-02,2025-01-04,33,300.5
FLN,CGH,2025-05-14,2025-07-23,70,691.08
CGH,FOR,2025-05-09,2025-05-13,4,244.91
GIG,SDU,2025-07-31,2025-09-01,32,625.06
FOR,GIG,2025-02-17,2025-03-31,42,1075.95
GRU,VCP,2024-12-08,2025-01-19,42,887.0
CWB,GRU,2025-03-06,2025-05-28,83,466.28
BEL,CWB,2025-06-10,2025-08-12,63,1106.96
CGB,BSB,2025-07-20,2025-09-05,47,708.23
FLN,REC,2025-01-05,2025-02-20,46,516.77
SDU,FLN,2025-01-25,2025-02-01,7,398.06
REC,GIG,2025-07-30,2025-09-12,44,907.55
GRU,VCP,2024-10-25,2024-12-25,61,883.19
GRU,BEL,2024-12-29,2025-03-04,65,914.74
GIG,FOR,2025-08-10,2025-10-10,61,894.35
REC,SSA,2025-04-10,2025-04-17,7,286.56
POA,SSA,2025-08-25,2025-09-10,16,748.95
SDU,CGH,2025-05-13,2025-06-28,46,1082.69
FLN,GRU,2024-09-21,2024-10-14,23,974.29
BSB,SDU,2025-03-01,2025-03-31,30,349.87
CWB,GIG,2025-01-14,2025-01-24,10,821.64
CWB,SDU,2025-08-16,2025-10-04,49,319.31
GIG,CGH,2025-06-05,2025-08-23,79,874.21
POA,BSB,2024-11-15,2024-12-26,41,503.23
SDU,VCP,2024-09-30,2024-12-21,82,803.87
SSA,REC,2025-06-04,2025-07-11,37,1133.1
CGB,SDU,2025-02-08,2025-02-14,6,465.51
FOR,SSA,2025-04-02,2025-05-30,58,367.45
GRU,CWB,2025-01-10,2025-02-15,36,667.49
CGH,BEL,2024-11-08,2025-02-06,90,1019.37
POA,CGH,2025-01-12,2025-03-01,48,811.4
BSB,REC,2025-04-28,2025-05-29,31,410.96
POA,SSA,2025-05-23,2025-08-09,78,779.4
SDU,GIG,2025-06-26,2025-07-29,33,292.18
SDU,POA,2024-11-09,2024-11-20,11,391.24
CGB,NAT,2025-08-22,2025-11-03,73,742.5
CWB,SSA,2025-08-18,2025-10-08,51,608.68
CGB,VCP,2024-10-13,2024-11-23,41,514.35
FLN,POA,2025-03-01,2025-05-28,88,728.11
CGB,CGH,2025-07-17,2025-09-10,55,227.66
FOR,REC,2024-11-26,2024-12-27,31,786.13
SDU,GRU,2025-05-15,2025-06-26,42,398.76
VCP,SSA,2024-11-08,2025-01-23,76,485.07
POA,FOR,2024-09-26,2024-12-12,77,962.05
CGH,GRU,2025-07-28,2025-10-25,89,674.09
REC,BSB,2025-06-01,2025-06-09,8,265.14
FLN,BEL,2025-05-31,2025-06-07,7,625.43
VCP,REC,2024-10-21,2024-11-06,16,525.13
BEL,FLN,2024-11-12,2024-12-20,38,891.05
BEL,SSA,2025-06-21,2025-09-15,86,334.89
CWB,BSB,2025-06-24,2025-09-06,74,620.0
VCP,POA,2025-05-11,2025-07-25,75,720.65
SSA,CGB,2024-10-08,2024-12-22,75,521.73
POA,BSB,2024-09-07,2024-10-06,29,549.18
BSB,GIG,2025-04-28,2025-07-15,78,745.55
FLN,CGB,2025-02-27,2025-05-27,89,844.73
POA,CWB,2025-07-04,2025-07-30,26,842.28
CGH,GIG,2025-06-02,2025-08-09,68,476.02
CGB,SDU,2025-07-20,2025-09-23,65,771.73
CWB,GRU,2024-09-14,2024-11-06,53,450.91
POA,BEL,2024-10-03,2024-10-11,8,798.23
CGB,CWB,2024-11-03,2024-12-15,42,633.75
NAT,REC,2024-10-29,2024-12-05,37,267.96
GIG,FLN,2025-01-14,2025-02-05,22,367.28
SDU,CGH,2025-04-13,2025-05-28,45,732.93
BSB,SSA,2024-12-13,2025-02-26,75,423.22
NAT,BSB,2025-03-10,2025-04-05,26,838.07
VCP,SDU,2025-01-28,2025-01-29,1,605.05
GRU,POA,2024-09-10,2024-09-22,12,570.95
CWB,BSB,2025-08-19,2025-10-15,57,845.05
FOR,GIG,2025-07-29,2025-09-08,41,848.94
POA,VCP,2024-11-08,2025-01-24,77,872.8
VCP,CGH,2025-06-03,2025-07-06,33,862.37
FLN,FOR,2024-10-19,2024-12-04,46,569.07
SSA,NAT,2025-02-14,2025-03-08,22,713.28
CGH,CWB,2025-06-10,2025-07-19,39,346.82
BEL,REC,2024-11-28,2024-12-28,30,282.25
POA,CWB,2025-04-01,2025-05-10,39,1075.78
CGB,SSA,2025-01-30,2025-02-23,24,857.62
GRU,CGB,2025-08-28,2025-09-20,23,420.28
REC,CGB,2025-04-01,2025-06-26,86,265.65
VCP,SSA,2025-05-10,2025-07-21,72,835.58
VCP,CWB,2025-03-31,2025-04-08,8,713.46
FOR,CWB,2025-05-25,2025-07-24,60,657.45
GIG,BSB,2025-04-02,2025-05-21,49,517.32
GRU,CWB,2025-01-29,2025-04-18,79,701.8
CGH,BEL,2025-03-25,2025-05-28,64,286.5
SSA,NAT,2025-07-01,2025-07-25,24,571.86
GRU,CGH,2025-03-17,2025-04-07,21,1024.39
BEL,GIG,2025-06-16,2025-09-12,88,599.12
VCP,SSA,2024-12-03,2025-01-10,38,904.81
CGB,GRU,2025-04-13,2025-06-03,51,303.42
NAT,CGB,2025-07-03,2025-07-11,8,636.09
FLN,NAT,2025-02-27,2025-05-17,79,790.19
CGH,FLN,2024-12-07,2024-12-29,22,522.84
GRU,BSB,2025-03-19,2025-05-18,60,962.06
CGH,SSA,2025-08-20,2025-09-01,12,434.26
GRU,SSA,2025-07-07,2025-07-29,22,639.31
CGB,REC,2024-11-08,2024-12-29,51,691.2
CGB,NAT,2025-04-22,2025-07-21,90,587.02
SDU,CGB,2025-07-23,2025-09-12,51,802.38
SDU,REC,2024-12-17,2025-01-18,32,605.49
GIG,SSA,2025-07-15,2025-08-20,36,388.94
SDU,FOR,2025-07-08,2025-08-27,50,517.39
GRU,CWB,2025-04-03,2025-06-02,60,190.29
CGH,REC,2024-12-01,2025-02-03,64,211.55
SDU,CGH,2025-02-22,2025-03-15,21,996.75
SSA,GIG,2025-07-01,2025-08-03,33,178.33
VCP,POA,2025-01-09,2025-01-10,1,682.04
GRU,NAT,2025-08-11,2025-08-14,3,351.03
BEL,CGH,2025-02-04,2025-02-23,19,245.72
NAT,GIG,2025-02-06,2025-04-18,71,641.89
REC,NAT,2025-08-26,2025-10-21,56,683.18
FOR,SSA,2025-07-09,2025-09-18,71,407.5
CGB,VCP,2025-05-15,2025-07-03,49,722.18
NAT,SSA,2024-10-10,2024-11-25,46,782.22
FLN,POA,2025-05-26,2025-05-29,3,919.26
SDU,FOR,2025-08-16,2025-09-11,26,1086.21
GIG,CWB,2024-10-12,2024-12-25,74,585.27
REC,VCP,2025-07-28,2025-08-13,16,1020.97
BEL,FLN,2025-07-06,2025-08-17,42,313.62
GIG,FLN,2024-10-03,2024-11-05,33,841.17
SDU,GIG,2024-10-31,2024-12-29,59,814.62
FOR,FLN,2025-07-09,2025-09-02,55,379.93
BSB,SDU,2024-10-20,2024-10-23,3,656.46
POA,GIG,2024-11-14,2024-12-09,25,861.79
SSA,NAT,2025-04-17,2025-07-07,81,662.82
CGH,CGB,2024-12-14,2025-02-19,67,995.9
CGB,REC,2025-03-01,2025-04-15,45,530.8
GIG,SSA,2025-08-20,2025-10-16,57,722.88
CGH,CGB,2025-02-17,2025-02-24,7,663.14
GRU,CGH,2025-07-11,2025-10-07,88,761.29
SDU,CWB,2024-10-22,2024-12-19,58,867.14
SSA,POA,2025-02-26,2025-04-24,57,527.19
NAT,CWB,2025-07-26,2025-08-27,32,628.66
POA,SSA,2025-06-17,2025-06-29,12,886.27
REC,BSB,2025-08-04,2025-08-26,22,597.77
GIG,FOR,2025-06-20,2025-09-05,77,520.54
BEL,BSB,2025-06-15,2025-06-19,4,363.92
POA,NAT,2025-01-27,2025-03-30,62,617.17
NAT,SDU,2024-09-30,2024-10-03,3,888.35
FLN,SDU,2025-07-23,2025-09-28,67,744.09
CGH,REC,2025-04-05,2025-06-27,83,732.93
SDU,VCP,2025-02-09,2025-04-05,55,359.09
BSB,FLN,2024-11-08,2025-01-30,83,840.33
GRU,BSB,2025-05-30,2025-07-01,32,763.57
BEL,GRU,2024-09-25,2024-12-12,78,314.9
REC,FLN,2024-10-30,2025-01-15,77,835.68
POA,GIG,2025-05-12,2025-06-13,32,765.91
POA,BEL,2025-03-21,2025-03-23,2,1127.97
GIG,BEL,2025-04-10,2025-06-03,54,313.24
NAT,FLN,2025-02-08,2025-04-01,52,556.84
CGB,GRU,2025-05-21,2025-06-11,21,309.79
FOR,NAT,2024-11-21,2025-01-27,67,834.78
SSA,CGH,2025-04-20,2025-07-05,76,694.4
FLN,SSA,2025-06-12,2025-07-11,29,240.3
REC,CGB,2025-01-03,2025-01-30,27,1018.41
FLN,REC,2024-10-04,2024-10-19,15,510.3
CWB,FOR,2024-11-18,2024-12-28,40,526.62
SDU,GIG,2024-10-03,2024-12-30,88,590.98
VCP,FOR,2025-08-17,2025-10-21,65,356.59
BSB,CWB,2025-06-20,2025-07-18,28,393.64
BSB,SDU,2025-04-29,2025-05-08,9,884.32
FLN,SDU,2024-10-01,2024-11-16,46,940.56
FLN,CGH,2025-07-15,2025-09-22,69,571.68
CWB,SDU,2025-06-02,2025-08-24,83,475.03
BEL,REC,2025-07-17,2025-08-19,33,793.12
NAT,SDU,2025-01-19,2025-02-24,36,400.57
FOR,NAT,2025-06-03,2025-08-18,76,463.88
GIG,REC,2025-05-06,2025-05-18,12,246.77
GRU,CGB,2025-08-29,2025-09-19,21,848.61
REC,GIG,2024-12-22,2025-01-15,24,542.03
POA,BEL,2024-12-02,2025-02-23,83,758.33
BEL,FOR,2025-05-04,2025-07-11,68,651.7
CGB,NAT,2025-05-03,2025-06-12,40,835.98
BEL,CGH,2025-06-17,2025-07-21,34,537.34
FOR,SSA,2025-08-02,2025-09-17,46,483.03
CGB,POA,2025-04-27,2025-07-02,66,260.53
NAT,GRU,2025-02-03,2025-04-26,82,658.5
SSA,BEL,2024-11-03,2024-11-26,23,183.9
FLN,GIG,2025-03-23,2025-04-19,27,313.64
FOR,CWB,2024-09-26,2024-11-22,57,321.61
GRU,FOR,2025-04-28,2025-05-09,11,993.5
VCP,POA,2024-10-13,2024-12-07,55,708.12
CGH,NAT,2025-06-27,2025-08-17,51,908.92
BSB,NAT,2024-09-19,2024-10-21,32,790.18
NAT,BEL,2025-03-10,2025-05-11,62,348.51
GRU,POA,2025-07-23,2025-07-27,4,941.0
VCP,SSA,2025-03-12,2025-04-24,43,395.32
CGB,SDU,2025-04-23,2025-04-30,7,984.69
CWB,SDU,2025-02-05,2025-04-25,79,454.32
CGH,BSB,2024-10-04,2024-12-25,82,380.71
GRU,VCP,2025-08-12,2025-10-10,59,849.82
VCP,CWB,2024-12-23,2025-01-28,36,493.02
SDU,BEL,2025-01-29,2025-03-05,35,284.62
REC,GRU,2024-10-06,2024-11-19,44,568.54
FLN,CGB,2025-06-15,2025-08-03,49,918.9
SDU,REC,2025-08-12,2025-10-26,75,1092.67
CWB,POA,2024-11-10,2024-12-12,32,408.56
SDU,FOR,2025-01-28,2025-03-30,61,190.63
GRU,GIG,2025-08-01,2025-09-07,37,172.26
CGB,GIG,2025-01-09,2025-01-12,3,915.38
FLN,REC,2024-10-30,2025-01-27,89,799.9
NAT,GRU,2024-12-09,2025-03-08,89,993.32
VCP,CGH,2025-06-01,2025-06-04,3,263.27
POA,NAT,2024-12-02,2024-12-14,12,876.53
GRU,SDU,2025-02-20,2025-04-16,55,1054.01
VCP,BEL,2025-06-26,2025-07-22,26,438.22
CWB,GRU,2025-07-23,2025-09-30,69,793.01
GIG,SDU,2025-01-28,2025-02-17,20,407.05
SSA,BSB,2025-09-02,2025-09-03,1,295.89
GRU,CGH,2025-01-17,2025-02-15,29,304.51
BEL,FLN,2024-10-11,2024-12-03,53,331.2
BSB,SDU,2025-04-29,2025-07-08,70,359.04
SDU,FOR,2025-05-18,2025-07-01,44,664.53
BSB,GRU,2024-12-01,2025-02-09,70,698.38
SSA,FOR,2025-07-04,2025-08-25,52,701.66
POA,REC,2025-08-14,2025-09-12,29,573.1
GRU,CGH,2025-01-11,2025-02-03,23,679.29
FOR,BEL,2024-11-03,2024-11-28,25,646.25
BEL,CGB,2025-01-22,2025-01-23,1,382.21
FLN,POA,2025-04-17,2025-05-23,36,702.01
SDU,REC,2025-02-03,2025-04-30,86,716.43
REC,GIG,2025-02-10,2025-02-21,11,824.4
BEL,BSB,2025-03-05,2025-04-25,51,188.92
REC,CGB,2024-11-08,2024-12-06,28,884.49
REC,SSA,2025-01-31,2025-03-03,31,744.14
CGH,FOR,2025-01-10,2025-04-06,86,476.22
SSA,FOR,2025-08-05,2025-09-05,31,876.14
GRU,FLN,2025-01-01,2025-03-10,68,1124.28
POA,CGH,2024-10-15,2024-12-24,70,584.11
SDU,BEL,2025-02-07,2025-04-21,73,352.33
CGB,GIG,2024-12-06,2025-01-25,50,403.25
CGB,NAT,2025-03-27,2025-04-06,10,698.94
FLN,CWB,2024-09-29,2024-12-26,88,532.0
VCP,FOR,2025-05-07,2025-07-19,73,286.67
CGB,BEL,2025-04-13,2025-07-02,80,452.31
CGH,NAT,2025-03-31,2025-04-11,11,685.62
FLN,VCP,2025-08-29,2025-10-23,55,541.72
SSA,FOR,2025-03-03,2025-04-18,46,760.54
FOR,SSA,2025-08-07,2025-10-11,65,516.74
POA,FOR,2025-07-24,2025-08-31,38,196.68
REC,BEL,2025-07-08,2025-08-08,31,460.13
